Enc. Variable 0,Enc. Variable 1,noise,SNR
-0.22753358,-1.3630384,1,0
0.40913168,0.99783814,1,6
-0.6926161,0.696638,0,0
-0.83422375,0.9523844,1,-6
-0.019167267,-0.96263397,1,6
-0.8880482,-0.8187572,1,24
0.16241741,-1.3684335,1,0
-0.09120211,-2.1221852,1,-6
0.6393819,-0.122878924,0,0
0.8310062,0.059374336,0,0
-0.17379975,0.4427917,1,18
0.56282586,-0.04940474,0,0
1.2258765,0.44409412,0,0
-0.41549715,-0.6691748,0,0
-0.9159538,-0.22167462,0,0
-0.06261058,-0.0127659105,1,6
-0.8252883,0.015031874,0,0
-0.35336256,0.44823733,1,0
0.14041525,-0.59296846,1,0
0.53607184,0.46553254,0,0
-0.578842,-0.42596084,0,0
-1.2185041,-0.31320482,0,0
0.5424156,-0.90431476,1,6
0.011745781,-0.65406704,1,0
0.4353786,-0.123742044,0,0
-1.1979041,0.4327122,0,0
-0.20149352,1.2088921,1,-6
0.50856376,-0.16021058,0,0
0.13296899,0.719759,1,-6
0.7614158,0.36672863,0,0
-0.91471404,-0.88842684,0,0
-0.884954,0.35231292,1,18
-0.8405906,0.5413235,0,0
0.6766794,0.22699186,0,0
-0.09088134,0.30091685,1,18
-0.22729841,-1.016835,1,-6
0.27880615,-0.10808225,1,24
0.10210182,0.03939966,1,6
-0.15533924,0.06274967,0,0
0.4611489,0.11523334,0,0
0.8921242,-0.05457905,1,18
0.078256,-0.6150912,1,0
-0.3549705,0.20457488,0,0
0.7593946,-0.28224438,1,12
-0.10447267,0.06492971,1,0
0.66483307,-0.069199815,0,0
1.011734,0.19618359,1,6
0.73754776,-0.15028693,0,0
-0.52646655,-0.681898,1,12
0.96120423,-1.0055661,0,0
0.7689665,0.22718844,0,0
-0.6827385,-0.31497568,1,18
0.46947664,-0.52875113,0,0
-0.51271445,-0.4025161,1,18
0.9536931,0.73698723,0,0
-0.9499982,-0.45207757,0,0
0.49302015,0.103373036,0,0
0.6143299,0.08171573,0,0
-0.7295294,-0.42936113,0,0
-0.22655497,0.8251052,1,12
0.85381407,-0.7441898,1,24
-0.23867065,0.45579687,0,0
0.004004739,-0.40757716,1,-6
-0.100277536,0.84373224,1,18
-0.1451778,0.32613462,0,0
0.44317824,0.6201706,0,0
0.15454732,-0.09588201,1,6
0.5128967,0.96504265,1,12
-0.7675142,-0.45296684,0,0
-0.9213518,-0.87027526,0,0
-1.617204,-0.64633405,0,0
-0.04015028,0.43739864,0,0
0.13374498,-0.6306029,1,-6
-0.78399265,0.4728206,0,0
-0.42466405,0.20209204,1,18
0.3441262,-0.22339416,0,0
0.795989,1.1756493,1,24
1.031909,0.12377774,0,0
0.72991055,0.4107824,1,24
-0.7266671,-0.29068294,0,0
-0.24404366,-0.639578,1,0
-0.28786469,0.47764564,0,0
1.0022026,0.019264862,0,0
-0.15420622,1.399201,1,-6
-1.3992891,0.6686132,0,0
-0.120308325,-1.5556844,1,-6
-0.14041829,-0.0058562756,0,0
0.6455061,0.27111486,0,0
-0.15222128,0.21802406,0,0
-1.3273528,0.15981406,0,0
-0.65486073,-0.61330694,1,12
0.5298741,-0.18224457,0,0
-0.62247264,-0.82865345,0,0
0.81583667,0.46814522,1,24
0.42714873,0.38886333,0,0
-0.7136626,0.24703498,1,18
1.227381,1.1281071,1,18
1.0130446,0.72713023,1,6
-0.15999314,-0.82701564,1,6
0.17160577,0.86915326,1,-6
0.93258756,-0.5966766,0,0
0.7169796,-0.58683884,0,0
-0.22965303,0.23517808,0,0
1.6693351,-0.31530604,1,12
-0.4328389,-0.50955504,0,0
0.4364818,0.14674248,1,24
1.4253697,-1.4428545,1,6
0.76435745,0.35868856,0,0
0.22440359,-0.1516585,1,12
-1.4453405,-0.64327204,0,0
0.34227505,0.36513197,0,0
-0.7344423,-0.581094,0,0
0.37301463,-0.4483256,1,0
-0.4801555,-0.51907164,1,18
-0.6618221,-0.20809697,0,0
0.7035292,0.97617406,0,0
1.6327853,-0.054836497,1,0
-1.0733247,-0.7148459,0,0
0.6842018,-0.24378628,1,18
0.5150133,-0.4588405,0,0
-1.1085176,0.5296879,0,0
-0.9498894,0.6854888,0,0
0.69866574,0.17131467,0,0
0.55856526,0.07027553,0,0
-0.012434315,-1.244393,1,12
-1.6283389,0.533971,0,0
0.53365326,-0.6667162,1,6
0.535022,-0.8856825,1,12
0.7384435,-0.501391,0,0
0.8365472,0.16459987,0,0
0.32053968,-0.51611733,0,0
0.9981178,-0.4213083,0,0
-0.8378107,0.4587827,0,0
0.7778638,0.44916922,0,0
0.16894458,0.5302839,1,6
-0.9156286,-0.59127724,0,0
-0.23397315,0.12319585,0,0
0.68361807,-0.37234065,0,0
-1.0125496,-0.49940124,0,0
1.1964353,0.61788166,1,24
-0.358848,0.12312277,0,0
0.08878228,1.0304124,1,0
-0.7462358,-0.758264,1,12
1.6913173,-0.44774017,1,24
0.5939416,0.16459419,0,0
-1.2656063,0.5270813,0,0
-0.8823023,0.61755574,0,0
0.76777864,0.27377248,0,0
-1.1286771,-0.56737745,0,0
-0.95859647,-0.96393114,0,0
-0.8646847,0.5544119,0,0
0.5216,0.16941582,0,0
-0.27621478,2.288511,1,-6
-0.17327876,0.06656403,0,0
-0.28284946,0.3679054,0,0
1.3535327,0.42470503,0,0
-0.16337359,-0.79745054,1,-6
-0.65489304,-0.43505013,0,0
0.9066261,-0.14978546,0,0
1.2162089,0.028688014,0,0
-0.56624115,0.7879453,1,-6
0.17614569,0.6647731,1,-6
0.77230656,-0.0066371635,0,0
-0.087369174,0.3824845,1,24
0.7748597,-0.15715478,1,18
0.06514156,-0.11352666,1,6
0.9600428,0.047395825,0,0
0.58854496,0.7287038,1,24
-0.002843339,-0.31111676,1,6
-0.7126658,0.26676723,0,0
-0.09394445,0.25141615,0,0
-0.2631809,0.2231813,0,0
0.7089722,1.1769848,1,24
0.40391505,-2.2062764,1,0
-0.3593592,0.1320274,0,0
-0.2039897,0.23565418,0,0
-0.19073139,0.6319126,0,0
0.6757039,-0.3219138,0,0
-1.1223383,-0.529701,0,0
-0.7014009,0.21532857,0,0
0.31272617,0.10285348,0,0
-0.3238633,-0.34460074,1,12
-0.7607604,-0.57271314,1,24
0.83327913,-0.83283347,0,0
-0.57599366,0.6150153,1,0
-0.20076083,0.117381886,0,0
0.59299755,-0.32023805,0,0
-0.7613644,0.3242198,1,12
0.15479632,-0.10801929,0,0
-1.2249054,-0.50801796,0,0
0.9850954,0.7098614,0,0
-0.83266735,-0.4272853,0,0
0.85429245,0.34281504,0,0
-0.9411274,0.563548,0,0
0.38307324,0.21323493,0,0
-0.7799011,0.10550636,0,0
-0.6675116,1.1236715,1,12
0.2626209,-0.14401104,1,18
0.58798534,-0.24224335,0,0
0.50900304,-0.18254544,0,0
-0.19384873,0.48747623,0,0
0.9538171,-0.199507,0,0
-0.13850817,0.44274205,0,0
0.6723249,-0.55169326,1,12
1.1609322,1.1194388,0,0
0.47560865,0.7896344,1,0
0.6816394,0.25008664,0,0
1.8819927,0.026338607,1,12
0.18858561,0.72515386,1,6
-1.8452802,-0.8060743,0,0
-0.83924866,-0.622331,0,0
0.5488166,-0.4027765,0,0
0.015930232,-0.9555715,1,0
0.015137445,-0.33505982,1,12
-0.195438,-1.0458252,1,0
0.91974914,0.08444822,1,24
0.49047402,0.3931513,1,12
0.11668184,-0.73363596,1,-6
1.307907,-0.58917546,0,0
-0.92212594,-0.28800604,0,0
-0.2570253,-0.38828713,1,12
0.5728924,-0.03514099,0,0
0.81943667,0.2859016,0,0
0.44020194,0.25571573,0,0
-0.2729818,0.2950759,1,6
-0.32512358,0.9683902,1,6
0.028013134,0.85844743,1,6
0.80907255,-0.35088763,1,24
-0.14350379,-1.0963371,1,6
0.853994,0.4451434,0,0
0.41170532,0.8355633,0,0
-0.7606063,-0.6505457,0,0
0.43665686,0.27530524,0,0
0.36897624,-0.031146146,0,0
-1.3755829,-0.5306823,0,0
0.9346508,1.1669381,0,0
0.64516693,0.11440775,0,0
0.952491,-0.37003496,0,0
0.22452596,-1.3498719,1,-6
0.7822446,0.21038476,0,0
-1.0356876,-0.46273547,0,0
0.9433165,-0.63686395,0,0
0.22562954,-1.2865397,1,0
-0.7360976,0.63736063,0,0
-0.11265943,0.32290807,0,0
0.04108099,-0.77197546,1,-6
0.073740706,0.37877232,0,0
-1.0322565,-0.5779123,0,0
-1.2995839,-0.7205997,0,0
0.64067954,-0.33751947,0,0
0.7876199,0.47771558,0,0
0.6267928,0.48637405,0,0
-0.17881383,0.17802174,0,0
1.0140613,0.3437985,0,0
-0.028313998,1.666664,1,0
0.6633346,0.29514712,1,24
0.9991088,0.029386539,0,0
0.68699336,0.21191278,0,0
1.0365409,0.041576333,0,0
0.2055024,-0.12717535,1,-6
0.8601668,0.5477942,0,0
0.97672117,0.39493775,0,0
0.80148506,0.06490168,1,18
-0.8848484,-0.19291729,0,0
-1.1017003,-0.3388613,0,0
0.6966283,-1.0094467,0,0
0.23898979,-1.2827764,1,0
0.6412543,-1.837406,1,0
0.37369183,-0.7793648,1,-6
-0.944105,-0.67991185,0,0
-0.27172202,0.82022697,1,-6
0.6467191,0.14775158,0,0
0.7323518,0.52468085,0,0
-0.8570271,-0.15244839,0,0
-0.17183402,0.47283784,0,0
1.0096806,-0.8426393,1,18
0.036623802,0.31415236,0,0
0.8703307,0.073788896,0,0
0.12397407,-0.76757354,1,0
0.81983334,0.1759663,0,0
-0.14438161,-0.0090048015,0,0
0.867825,0.40323246,1,24
0.404135,-1.5714774,1,6
-0.18657102,0.21721247,0,0
0.835931,0.45215836,1,24
0.8425914,0.1541814,0,0
1.3322396,0.103752546,0,0
0.2997442,0.07753174,1,18
-0.87497294,-0.5016855,0,0
0.5810201,0.5017242,0,0
0.7738005,1.5101655,1,12
0.21076754,0.8205065,1,-6
0.16267852,-0.18318292,1,6
0.37551332,0.48570743,0,0
0.53380924,-0.40512034,0,0
0.6738066,-0.20688915,0,0
0.6473828,-0.09653619,0,0
0.9206769,0.11199872,1,-6
-0.6466578,0.16964068,0,0
0.36844397,-0.21476658,1,18
-0.5807564,0.6272644,0,0
-0.9278896,-0.36332485,0,0
0.009157534,0.356062,1,0
-1.0996735,-0.8028681,0,0
0.33823788,0.015132502,0,0
0.7105119,0.019961715,0,0
-0.25624153,0.31566024,0,0
-0.73214996,0.70454186,0,0
-1.1813887,0.3936404,0,0
-0.17439713,1.1268804,1,12
0.7059736,0.52072304,0,0
-0.6044331,-1.2410629,1,6
0.6545319,-0.32016188,0,0
-0.45646992,-0.7199015,1,12
-1.0183206,-0.6112447,0,0
-0.66986537,-0.36680943,1,12
1.0444542,0.2298784,1,24
0.47940564,0.19446078,1,18
0.7633038,-0.1272749,1,24
0.21546853,0.90874934,1,6
-0.19601332,0.2473596,1,12
0.46658856,-0.01828996,1,0
0.010357317,-0.14484245,1,0
-1.5254968,1.2428483,0,0
-0.8548548,0.7852159,1,0
-0.30474806,0.44446623,0,0
0.8550678,-0.15010867,0,0
-0.1976285,0.010725915,0,0
0.625668,-0.2397569,0,0
0.84625876,-0.14308311,0,0
-0.9041654,0.4977005,0,0
0.7172036,0.24785088,1,24
0.11594061,0.75188553,1,0
0.8822572,0.685146,0,0
0.07778532,1.3179668,1,0
0.6000571,-0.02691266,0,0
0.28358203,0.2321778,0,0
-0.22827429,0.5045862,0,0
0.68839365,0.075340256,0,0
0.06962493,0.76175016,1,-6
-0.49272004,-0.39886698,1,12
-1.0056225,-0.38035232,0,0
0.19240615,0.10469139,1,12
-0.448055,-0.16884941,1,12
0.13418464,0.37914696,1,24
0.18961823,-0.15330034,0,0
-0.71156466,0.0477423,1,12
0.41814807,-0.28537837,1,18
0.2425938,0.68696684,0,0
0.13814783,-0.21998064,1,6
-0.18249242,-0.31233943,1,12
-0.8419508,0.016512454,1,24
-0.8651577,0.7288786,0,0
-0.12880856,0.13767046,0,0
-0.026667848,1.3178949,1,0
-0.6222166,-0.06402782,1,6
-0.19525936,0.55064124,1,0
0.5179056,-0.14613478,1,18
-0.43328145,-0.10800895,1,24
0.63401073,-0.017384797,0,0
-0.16285384,-0.07864367,1,6
-0.7441084,-0.60185355,0,0
0.39383495,-0.24640998,0,0
-0.24818136,-0.3339368,1,0
-0.5501362,-0.37154225,0,0
-0.70384437,-0.39448985,0,0
-1.0475838,-0.7686094,1,24
0.49064112,-0.1071381,0,0
0.21425132,0.19334626,1,24
-1.2575467,0.5496691,0,0
-0.74148405,-0.7469628,0,0
1.1091155,0.032162696,0,0
0.96507233,0.62380457,0,0
-0.777623,-0.62555844,0,0
-0.61354566,0.98219526,1,18
1.5957154,0.1710061,1,0
0.8828866,0.7592669,0,0
0.7787279,0.0728275,0,0
0.3283044,0.3284632,1,12
-0.30411398,-0.0612099,1,6
-0.60636914,-0.35951447,0,0
-0.40725338,-0.18601173,0,0
0.38822538,0.00018200278,1,0
1.0155215,-0.26914585,0,0
1.1007155,0.020951964,0,0
0.47922525,-0.0027991831,0,0
-0.5755201,-0.63183296,0,0
0.022847611,0.8502208,1,12
1.205735,-0.12125863,1,24
1.0510172,0.5056086,0,0
-0.403102,0.1676453,0,0
-0.921457,-0.2629454,0,0
0.6085449,-0.13340858,0,0
1.3718697,-0.3339514,1,0
0.69666505,0.2790441,0,0
0.87858343,0.04440035,0,0
0.94542223,0.801967,1,12
0.023452895,-0.01704099,1,6
1.4122403,0.5377023,1,24
-0.6357681,-0.18851173,0,0
-1.3097878,-0.24211091,0,0
1.0932164,-0.008461803,1,12
-0.17761545,0.03064046,0,0
-0.044680677,-1.2638224,1,6
-0.13870727,1.0027187,1,12
-1.1335894,-0.25414926,0,0
-0.68099713,1.1516309,1,6
-1.3076448,1.1359191,1,0
-0.8265894,0.4517881,0,0
-0.8030611,-0.37296578,1,18
0.35822117,-0.11194369,0,0
-0.18998456,-1.248134,1,0
0.2538778,0.83923596,1,-6
-0.020621862,-0.7316062,1,0
0.5926955,0.1797102,0,0
-0.39938495,0.17105392,0,0
0.8606135,0.011030174,0,0
0.8902596,-0.76372105,1,6
1.0974648,0.0995754,0,0
-1.2496011,0.6037393,0,0
0.29200578,0.061052144,1,6
-0.7549642,1.1102232,1,18
0.25752378,0.38656947,0,0
0.13347869,-0.6410368,1,0
0.36262333,0.17319487,1,18
1.4686321,-0.7638349,1,-6
0.30799794,1.4552257,1,12
0.53884983,-0.9856389,1,6
-0.8387711,-0.44751883,0,0
0.1850628,-0.46909338,1,6
0.35670078,-1.2768613,1,-6
0.91540927,0.14355907,0,0
0.8012954,-0.56415474,0,0
-0.90447736,-0.45422748,0,0
-0.6428704,-0.40856352,1,18
0.48733428,-0.09475184,1,12
-0.8598844,-0.52995527,0,0
-0.7207654,2.2009556,1,0
0.4498556,-0.09402074,0,0
1.1691748,-0.005112782,0,0
-1.3820925,1.113793,0,0
0.55559564,0.2483145,0,0
1.8902074,-1.9830427,0,0
-1.3936893,-0.63577306,0,0
-1.1500207,0.39821494,0,0
0.33296806,-0.5412392,1,0
0.9684759,-0.04058421,0,0
-1.2805723,1.0379499,0,0
0.47662178,-0.5543157,0,0
-0.8330894,0.42308676,0,0
0.82740796,-0.060407903,0,0
0.5231974,-0.015467811,0,0
-0.25149098,0.90837723,1,0
-0.568971,-0.033445112,1,6
0.3772745,-0.5606602,0,0
-0.91211575,-0.6149557,1,24
-0.23109823,0.024478212,0,0
0.08455305,1.3559695,1,-6
0.55040044,0.48086476,1,24
-0.15118407,0.123396575,0,0
0.13242705,1.3394488,1,6
-0.07359609,0.7680206,1,0
0.18103392,-0.442339,1,0
-0.68657035,1.1342001,1,12
0.6134474,0.026722275,0,0
0.77616733,-0.046815738,0,0
-0.19682945,-1.5114148,1,6
-0.2585242,-0.21996935,1,0
0.82899135,-0.4945296,0,0
0.90318656,-0.58340734,0,0
0.56354576,0.048464216,1,24
-0.62167215,0.13857724,1,24
-1.3430744,1.124446,0,0
0.8173432,0.9179962,0,0
0.3669746,0.18950059,0,0
-0.5759057,1.868989,1,0
0.24760404,2.0935593,1,0
0.6182741,0.2054286,1,18
0.42909575,0.5182207,0,0
-0.28051853,-0.5080616,1,6
-0.93884456,-0.5868536,0,0
-0.25476548,-0.489713,1,0
-0.83907217,-0.7848109,0,0
0.5119059,-0.44115907,1,6
-0.6128522,-0.16665894,1,18
1.5875713,-0.71675587,1,18
0.4835377,-0.15438084,0,0
-0.8338428,0.30348527,0,0
0.7875722,-0.46953532,0,0
0.7176252,0.32549018,1,18
1.1124482,-0.2280758,0,0
-0.099649385,0.36317715,1,24
-0.15792282,0.023350477,0,0
0.50579995,0.096184134,0,0
0.59427905,-0.065160155,0,0
-0.9416019,1.0583855,0,0
0.4364849,-0.038144704,0,0
0.50521654,0.2523514,0,0
-0.37780163,0.25272486,0,0
-0.83998156,-0.26677907,0,0
-0.23649384,0.33060768,0,0
0.6055015,-1.8626064,1,6
1.1175832,0.27019122,0,0
-0.13092346,0.556383,1,-6
0.16296078,0.6689366,1,0
0.8607095,0.045664586,0,0
-0.05164326,0.530815,0,0
-0.9870454,-0.023482352,0,0
0.3708019,0.19082607,0,0
-0.40184832,-1.4016883,1,6
0.64491546,-0.48297068,0,0
0.8681513,0.6128278,1,24
0.94791895,-0.0016635447,0,0
-0.078175955,0.2070485,1,12
-0.63523996,0.29609823,1,6
-0.26666415,0.19452685,0,0
-0.5537859,-0.16400939,1,24
-0.4091513,0.8098148,1,6
-0.32899147,0.32204992,1,12
0.11706761,0.8362646,1,0
-0.2520284,-0.3121841,1,12
-0.24375755,0.32449514,0,0
0.87488365,-0.002584502,0,0
-0.8657873,-0.35399917,0,0
0.5296779,0.1582896,0,0
-0.6441378,0.83490145,0,0
0.08944775,-1.2091846,1,0
-0.18410231,0.030230336,0,0
0.4799259,0.40564427,1,24
0.4960447,-0.3163914,0,0
-0.4255052,0.13426948,0,0
-0.4137907,-0.2014862,1,6
1.3505557,-0.054462433,1,12
0.44599107,-0.91470015,1,18
-0.25507113,0.1163977,0,0
0.9580723,0.10817252,0,0
-0.79827726,-0.08189431,0,0
-0.6096432,-0.196735,1,12
0.7631603,-0.49320093,0,0
0.58163846,0.32100418,0,0
0.3223955,0.060159154,1,18
1.0625305,-1.0872403,1,18
-0.086572304,0.31408,0,0
-1.1573017,0.5916587,0,0
0.6872699,-1.0142753,1,6
0.7775049,-0.60345304,0,0
0.97416013,-0.10793519,0,0
-0.256094,0.08563672,0,0
0.9126082,0.10334244,0,0
-1.1132386,-0.33578348,0,0
-0.81120193,-0.42486444,0,0
-0.5470354,-0.79078037,0,0
0.49772707,0.2521989,0,0
0.100395724,0.16659825,0,0
-0.85016376,-1.6219043,1,0
0.603954,-0.30287355,0,0
-0.079397194,0.56934714,1,24
-0.21933559,-0.023434162,1,18
0.2904765,-0.017215386,0,0
0.97437364,-0.010993689,1,18
0.32271278,0.74277127,0,0
-0.89417326,-0.6201539,0,0
0.21935573,1.8212568,1,6
0.98953414,-0.1217079,0,0
0.92240244,0.414384,0,0
0.11938259,0.06849735,1,-6
-0.36731702,-0.032527506,1,12
-1.0338097,-0.7761241,0,0
-0.19934517,-1.6031436,1,0
0.15133409,0.11711557,1,12
0.016432896,-1.5209875,1,6
0.09706107,-0.2280855,1,0
0.054778658,-1.794833,1,-6
-0.40167823,0.13378201,1,24
-1.25098,-0.22956689,1,18
-1.0366324,0.42275998,0,0
0.46001196,0.20345943,0,0
0.53342575,-0.3196505,0,0
-1.0799053,-0.59493136,0,0
-0.10286932,-1.1139917,0,0
0.003412813,-1.2615592,1,-6
1.0520298,0.9615632,1,18
-1.0646268,0.64618635,0,0
-0.9462085,-0.6040582,0,0
-0.055296805,0.5623975,1,12
0.117372625,-0.13821717,1,-6
0.18656084,-0.92184865,1,6
-0.09903158,0.28917837,0,0
-0.19513568,-0.25288728,0,0
-1.0472265,0.43170285,0,0
-0.20698155,1.497789,1,-6
-0.47487062,-0.43793315,1,6
-0.9206179,-0.890764,0,0
0.68873453,-0.73125577,0,0
0.35717145,-0.107354455,0,0
0.89312935,0.70438373,0,0
-1.0723686,0.46385768,0,0
0.3396992,-0.645918,1,12
0.7936141,0.041046172,0,0
0.8505557,0.70321685,0,0
-0.58815926,1.4498988,1,-6
-0.7818265,-0.37240022,1,24
-1.0559342,0.39710724,1,12
0.19705556,0.22378033,0,0
-0.8939173,0.48476198,0,0
-1.0505439,1.3579419,0,0
-0.075371,1.4403884,1,0
-0.23275216,0.02730015,1,18
-0.70559585,0.4677543,1,24
-0.095772326,0.2868669,0,0
-0.018336877,0.7747854,1,0
-0.05689604,0.20554009,1,12
-0.09299481,0.78699243,1,0
0.5749688,0.53468156,0,0
1.1789265,0.41837156,1,-6
-0.019490492,-0.45868662,1,-6
0.92632174,-0.038171295,0,0
-1.2149603,0.035866708,0,0
-1.0980393,0.5934669,1,24
1.1126549,-0.10845804,0,0
0.40998816,0.38591838,0,0
-0.75540364,-0.020678073,0,0
-0.024067199,-0.60357964,1,12
-1.1551986,-0.59294915,0,0
0.6893668,0.52094156,0,0
0.32403058,0.14463526,0,0
-0.7392628,-0.31282377,0,0
0.22856788,-0.47928908,1,-6
0.22825885,-0.5067314,0,0
-1.1204596,-0.27946413,1,24
-0.5550727,-0.28770688,1,6
-0.746364,0.40858382,0,0
0.87258554,-0.4689627,0,0
-1.048489,-0.47492778,0,0
0.611674,0.3914624,0,0
0.8995488,0.0070760576,1,24
0.53517866,-0.36388928,0,0
-0.13008662,0.95324695,1,-6
-0.24563259,-0.048881456,0,0
-0.27550045,0.10307358,0,0
1.0251529,-0.17083755,0,0
-0.7280329,1.2035981,0,0
-1.2273401,0.0034870505,0,0
-0.21874014,0.05112719,1,6
-0.051533997,0.1986178,0,0
1.0338176,-0.06396285,0,0
-0.64039385,-0.30838734,0,0
0.31864917,0.7066581,0,0
-0.43094477,-0.8687988,1,12
-0.057027463,0.28137088,1,12
-0.52122605,-0.85647106,1,18
-1.1052206,-0.22632779,0,0
0.52707756,0.53161216,0,0
0.114100985,-0.59085107,1,6
-1.2256132,-0.62586063,0,0
-0.32617933,-1.6774279,1,0
-1.1465249,0.48874915,0,0
0.6380685,0.29009533,0,0
0.3446495,-0.31378204,1,24
0.75987124,0.10371134,0,0
0.76747406,0.574416,0,0
-1.075782,-0.5396618,1,12
0.24272892,0.45884576,0,0
-0.3593629,-0.6373345,1,12
-0.54125106,1.4140319,1,-6
0.3610885,-0.36157104,0,0
-0.023049522,-0.678301,1,0
-0.6924454,-0.724769,1,18
-0.3089598,0.68073344,1,-6
0.81701297,0.20999627,0,0
-0.136082,0.16687432,1,6
0.45418563,0.08300522,0,0
-1.2684617,-0.46405247,0,0
1.2871414,0.59642196,0,0
1.1677411,0.9123728,1,18
0.52693117,-0.6091835,1,24
0.65816975,-0.26693425,0,0
0.9590199,0.024618454,0,0
-0.89241046,-0.15845558,0,0
-0.9499088,-0.9314152,0,0
0.71634144,-0.15165918,1,24
-0.75061715,-0.4949909,1,18
-0.7796356,-0.42662427,0,0
-0.7359299,-0.296315,0,0
1.3394821,-0.19558322,1,24
-1.0339227,0.13017267,0,0
0.42455733,0.46602437,0,0
-1.11029,0.6771252,0,0
-0.91087323,0.5545186,0,0
0.74779546,0.7794745,0,0
0.18943545,-0.95184386,1,0
-0.44057694,-0.19422546,1,12
-0.074713044,0.17402816,1,18
0.4637223,-0.7820051,1,6
-0.26484287,0.44500536,0,0
-1.705751,-0.10803294,0,0
-0.49936602,1.5044603,1,-6
0.1070783,-0.5340526,1,-6
-1.0767455,0.5721511,0,0
-0.9966046,-0.067418456,0,0
-0.72411424,-0.889073,0,0
0.8763251,0.9298215,0,0
-0.24263677,1.8414917,1,-6
-0.3849591,0.36135927,0,0
0.077780515,-0.117038645,1,12
0.61243296,0.032930214,0,0
1.100862,-0.3031222,0,0
0.08288282,-0.34410504,1,12
0.8231709,-0.6508552,0,0
1.1399965,-0.49859813,0,0
-0.15974157,-0.6662814,1,6
0.940867,-0.23661429,0,0
-1.1487869,0.110140026,1,24
0.48238996,-0.22104779,0,0
-1.2071022,-0.8041173,0,0
0.64938307,0.56026196,0,0
-0.06295362,0.1722086,0,0
0.51452297,-0.22981907,1,24
2.418706,1.0684866,1,6
0.9916361,-0.19004016,0,0
0.84737873,-0.14768925,0,0
-0.22046536,1.2314266,1,-6
0.78324735,-0.118034676,0,0
0.7981213,0.20984769,0,0
-0.99686867,0.5781632,0,0
-0.11367528,0.41931188,1,24
0.7534969,-1.1082749,1,18
-0.023226164,0.57554114,1,18
0.5340951,0.2443803,0,0
-0.5940038,-0.21354946,0,0
0.38004726,-0.26231885,1,12
0.61548185,-0.47407404,0,0
0.49849978,-0.09513514,0,0
0.15778074,-1.25242,1,6
0.15611708,-0.16501826,1,12
0.727835,0.38863045,0,0
0.16151136,-1.1460686,1,12
-0.97867864,-0.8862537,0,0
-0.10380819,-1.2126193,1,-6
-0.5702416,1.1158605,1,-6
-1.133484,-0.5077911,0,0
-0.7186883,-0.8134215,0,0
0.55939084,0.06802489,1,24
1.383736,0.015862808,1,24
-0.6542103,0.21091203,0,0
-0.24527909,0.26238567,0,0
-0.34388092,-1.2721686,1,0
-0.67692107,0.15613355,0,0
-1.0277542,-0.32504466,1,24
0.2776472,-0.22130245,0,0
-0.09470665,0.8144983,1,12
-0.23727103,0.2382971,0,0
0.6197272,-1.1558195,0,0
0.70145434,0.6140764,0,0
0.42053944,0.030028481,1,18
1.0397291,0.6219328,0,0
0.73606884,1.297425,0,0
-0.12478921,0.1939729,0,0
0.83243006,-0.77512616,0,0
-0.3986799,0.04892578,1,24
1.0212181,-0.7592809,0,0
-0.8656442,-0.35738388,0,0
0.049178887,0.2887674,0,0
-0.59263086,-0.6712616,1,12
0.048956946,-0.15852565,1,12
-0.031973712,1.348025,1,-6
-0.9760797,-0.21543555,0,0
-1.2108943,-0.44487306,0,0
-0.938151,-0.17436013,0,0
-1.0746822,-0.7352905,0,0
-0.14505433,-2.4297893,1,0
0.4096381,-0.6462536,1,0
-0.5363446,-0.1963895,1,18
-1.0047735,1.2596456,0,0
0.3537475,-0.28212845,0,0
-0.71777666,0.7476978,0,0
-0.017699394,0.31808066,1,6
-0.8305125,-0.35251254,0,0
0.65071434,-0.26215586,0,0
0.106086664,-0.4035583,1,0
-0.988176,-0.21160418,0,0
-0.9409393,0.3199118,0,0
-0.26666155,0.3530661,0,0
0.11001252,1.7853565,1,0
-0.9821111,-0.72745425,0,0
-0.5976218,0.40543917,0,0
-0.049897444,-0.6001256,1,-6
1.0697563,-0.06539011,0,0
0.8554864,0.13305336,0,0
-0.21490334,0.14019068,1,18
-0.8116881,-0.2419068,0,0
1.3388814,0.2403346,0,0
-0.092325754,0.23149295,1,18
0.67955524,0.23350973,1,18
0.35849673,-0.21967869,0,0
-0.14765391,-0.96258366,1,-6
-0.63330996,0.9533734,1,12
-0.09442724,-1.2985148,1,0
-0.90346193,-0.48073918,0,0
-0.09493784,-0.2759326,1,-6
0.78939086,-0.007834911,0,0
-1.4932663,0.69747156,0,0
1.7575516,0.75685155,1,24
-0.8937038,1.1128051,1,-6
0.4197341,0.015825566,0,0
-1.4374883,0.3152226,0,0
0.18294814,-1.17694,1,0
-0.9423883,-0.78704274,0,0
-0.99693584,-0.72935396,0,0
0.29495013,0.05820462,1,24
-0.94745296,0.5293043,0,0
0.50245064,-0.2713924,0,0
1.1008775,0.48132783,0,0
0.038288563,-0.6627825,1,12
0.8292273,-0.7956734,0,0
-0.6577401,0.22481239,0,0
-0.8083805,0.22818503,1,24
-0.11121793,-1.1114979,1,6
0.9053905,-0.25834543,0,0
-0.49708483,-0.34749418,1,12
-0.9230737,0.51907074,1,12
-0.64095294,-1.6077962,1,0
-0.87625813,1.1199396,0,0
0.7789093,0.13613178,0,0
1.349642,0.06538907,1,12
